Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
4/21/2024,M.G. Road,Anil Kumble Circle,53914,36.56090738,1.5,100,100,4,157.828,37.34484584,78.87751714,92.63683729,104,Clear,Yes
4/22/2024,Jayanagar,South End Circle,26000,23.84915193,1.5,81.26516994,100,5,102,26.38437448,93.20467645,83.97759311,92,Clear,No
4/23/2024,Hebbal,Ballari Road,46418,31.18111357,1.5,100,100,0,142.836,24.39930065,79.07621702,71.5777145,104,Clear,No
4/24/2024,Yeshwanthpur,Yeshwanthpur Circle,27901,40.37670118,1.5,85.08353929,100,4,105.802,49.60095379,71.9005402,79.2253018,98,Clear,No
4/25/2024,Yeshwanthpur,Tumkur Road,25822,50.05238689,1.5,83.83695335,100,4,101.644,13.52540993,86.13359698,92.57131972,93,Clear,No
4/26/2024,Indiranagar,100 Feet Road,47572,43.69825681,1.5,100,100,3,145.144,55.19797276,82.37608464,52.28881697,119,Windy,No
4/27/2024,Indiranagar,CMH Road,13297,51.46083241,1.311405718,49.72556638,63.74782627,2,76.594,75.5512496,71.57796777,84.46420409,179,Clear,No
4/28/2024,Whitefield,ITPL Main Road,22893,54.45940961,1.129954643,76.65096709,100,2,95.786,15.85075554,92.90499711,57.59812629,93,Clear,No
4/29/2024,Koramangala,Sarjapur Road,52509,35.2447967,1.5,100,100,2,155.018,57.07970366,87.62026528,52.2960028,95,Clear,No
4/30/2024,Electronic City,Hosur Road,22446,47.22716063,1.008099752,79.205756,100,3,94.892,64.75358252,98.23246973,79.01156435,105,Clear,No
05-01-2024,M.G. Road,Trinity Circle,37545,29.47285271,1.5,100,100,3,125.09,42.4651219,67.2324254,82.33874805,72,Clear,No
05-02-2024,Jayanagar,South End Circle,18563,43.18139934,1.201059734,64.99940755,91.96982087,1,87.126,33.77749064,85.37920293,79.5531039,94,Clear,No
05-03-2024,Yeshwanthpur,Yeshwanthpur Circle,14020,30.99943463,1.171880323,51.31408581,67.52415913,0,78.04,71.87000845,96.4271096,97.93923024,188,Clear,No
05-04-2024,Indiranagar,100 Feet Road,36592,36.13757683,1.5,100,100,1,123.184,48.0108757,75.34007524,50.07128641,107,Fog,No
05-05-2024,Indiranagar,CMH Road,24079,41.90528925,1.049504266,71.86415982,100,0,98.158,77.13059105,80.61021456,99.15082154,79,Clear,No
05-06-2024,Whitefield,Marathahalli Bridge,15303,54.94002788,1.006733328,48.81578202,78.06022269,0,80.606,40.23913147,62.26860553,79.40463958,108,Clear,Yes
05-07-2024,Whitefield,ITPL Main Road,21543,27.65024303,1.379576053,63.27463009,100,0,93.086,46.13631686,94.9263715,60.27692353,95,Clear,No
05-08-2024,Koramangala,Sony World Junction,28960,20,1.5,95.71808116,100,0,107.92,76.56777305,83.27748856,89.78638575,98,Overcast,No
05-09-2024,Koramangala,Sarjapur Road,31886,34.91129068,1.5,100,100,3,113.772,77.69111922,84.45323013,86.42826058,95,Clear,No
05-10-2024,M.G. Road,Trinity Circle,23594,66.17519402,1.238784115,74.46426131,100,2,97.188,56.28079888,87.82340697,85.20498422,105,Clear,No
05-11-2024,M.G. Road,Anil Kumble Circle,39791,37.41076079,1.5,100,100,1,129.582,11.51492562,91.39565579,53.7398324,108,Rain,Yes
05-12-2024,Jayanagar,South End Circle,23155,44.28293654,1.291777595,71.9346502,100,2,96.31,67.09352397,67.16839398,54.11007947,95,Clear,No
5/13/2024,Hebbal,Ballari Road,34628,22.69021503,1.5,100,100,2,119.256,21.59642172,75.80499539,65.81669546,84,Clear,No
5/14/2024,Yeshwanthpur,Yeshwanthpur Circle,32313,25.02242217,1.5,100,100,1,114.626,51.44750494,74.03012859,60.74482168,86,Clear,No
5/15/2024,Indiranagar,100 Feet Road,38415,34.6355268,1.5,100,100,2,126.83,48.16335804,82.17820911,81.59664814,98,Clear,No
5/16/2024,Indiranagar,CMH Road,33311,30.14409888,1.5,100,100,3,116.622,11.83993406,78.02484192,87.92776142,101,Clear,No
5/17/2024,Whitefield,Marathahalli Bridge,20795,41.37338029,1.385474866,78.2524622,100,4,91.59,63.42220699,89.87392485,75.48613528,115,Clear,No
5/18/2024,Koramangala,Sony World Junction,29070,37.88090522,1.5,100,100,1,108.14,45.34726433,87.94393147,77.14732923,105,Clear,No
5/19/2024,Koramangala,Sarjapur Road,29749,30.77994103,1.5,96.76152423,100,3,109.498,22.61900752,85.07791421,82.06834096,109,Fog,No
5/20/2024,Electronic City,Silk Board Junction,18332,30.73536089,1.138474123,61.62452604,88.98128602,0,86.664,50.07958177,73.43417263,59.09707009,95,Windy,No
5/21/2024,M.G. Road,Anil Kumble Circle,62718,28.95486139,1.5,100,100,2,175.436,52.42870722,79.56719846,54.79878483,97,Overcast,Yes
5/22/2024,Jayanagar,Jayanagar 4th Block,30673,44.41066551,1.5,100,100,4,111.346,32.79667126,61.21933041,51.03839434,97,Overcast,No
5/23/2024,Jayanagar,South End Circle,8400,49.30739934,1.347618841,30.86648627,39.29418677,0,66.8,53.93372906,96.03347921,85.91801095,194,Clear,No
5/24/2024,Indiranagar,100 Feet Road,12675,43.35370902,1.250520438,33.92911406,67.22493613,0,75.35,27.06386452,71.88363875,78.86011181,202,Fog,No
5/25/2024,Indiranagar,CMH Road,25308,46.28956735,1.5,88.02416619,100,1,100.616,69.60857819,62.22188934,57.43707549,102,Clear,No
5/26/2024,Koramangala,Sony World Junction,44756,20,1.5,100,100,2,139.512,30.83651542,77.6524445,65.70837064,96,Fog,No
5/27/2024,Electronic City,Hosur Road,6166,59.60680332,1.23125627,11.60507054,28.38313801,1,62.332,74.1888378,80.01677983,77.27371164,216,Clear,No
5/28/2024,M.G. Road,Anil Kumble Circle,37330,40.17210216,1.5,100,100,1,124.66,57.73336165,85.35411604,71.36235981,115,Clear,Yes
5/29/2024,Jayanagar,South End Circle,25241,41.25476,1.5,84.68413247,100,6,100.482,36.91001131,85.92471692,95.41443117,98,Clear,No
5/30/2024,Hebbal,Hebbal Flyover,37875,33.31228061,1.5,100,100,3,125.75,77.84651981,88.23448244,66.79818243,88,Clear,Yes
5/31/2024,Indiranagar,100 Feet Road,37837,34.17113016,1.5,100,100,4,125.674,10.85312857,73.28300969,53.11218631,101,Clear,No
06-01-2024,Indiranagar,CMH Road,22341,45.21665412,1.234941852,65.09674921,100,0,94.682,51.3985189,61.1594772,78.6688394,111,Clear,No
06-02-2024,Whitefield,ITPL Main Road,34190,42.25590175,1.5,100,100,3,118.38,72.79402279,60.68488343,84.94102906,93,Clear,No
06-03-2024,Koramangala,Sony World Junction,32282,39.85918339,1.5,100,100,3,114.564,69.71284635,80.84008692,81.06510446,84,Clear,No
06-04-2024,Koramangala,Sarjapur Road,62260,50.142476,1.5,100,100,3,174.52,52.79471215,80.91310109,50.38489015,111,Rain,Yes
06-05-2024,M.G. Road,Anil Kumble Circle,21894,37.75080657,1.272890551,82.3086962,100,0,93.788,72.83298058,61.51798921,97.63829486,90,Clear,No
06-06-2024,Jayanagar,Jayanagar 4th Block,38046,45.21494986,1.5,100,100,3,126.092,28.71362937,62.52897357,89.77254791,104,Clear,Yes
06-07-2024,Jayanagar,South End Circle,24520,36.33026544,1.350230547,82.0360868,100,0,99.04,35.5614349,79.1667739,59.32084276,86,Overcast,Yes
06-08-2024,Hebbal,Hebbal Flyover,40924,28.29323764,1.5,100,100,1,131.848,24.14590205,95.5840558,95.58415022,103,Fog,No
06-09-2024,Indiranagar,100 Feet Road,30410,32.58847508,1.5,100,100,2,110.82,27.09676277,96.14331941,54.97497071,105,Clear,No
06-10-2024,Indiranagar,CMH Road,25166,31.72862953,1.5,93.22909023,100,2,100.332,36.42483964,72.6832967,76.80281772,105,Clear,No
06-11-2024,Koramangala,Sony World Junction,59274,45.77737418,1.5,100,100,4,168.548,30.40364708,98.75369628,65.97110494,84,Fog,No
06-12-2024,Koramangala,Sarjapur Road,47542,30.61848494,1.5,100,100,2,145.084,33.72173204,93.92545157,74.17535373,111,Clear,No
6/13/2024,M.G. Road,Trinity Circle,25109,37.34637996,1.5,85.16314093,100,2,100.218,50.09272815,63.65310577,60.18969176,83,Overcast,No
6/14/2024,M.G. Road,Anil Kumble Circle,27408,38.09859944,1.5,82.01837174,100,5,104.816,48.80548286,84.6162271,66.07919702,102,Clear,No
6/15/2024,Hebbal,Hebbal Flyover,34320,38.52422914,1.5,100,100,2,118.64,57.81349286,98.49056312,65.0288554,108,Clear,Yes
6/16/2024,Indiranagar,100 Feet Road,12829,54.26708473,1.365041009,47.37397375,67.43194942,1,75.658,39.88764759,96.08469235,82.5484286,196,Clear,No
6/17/2024,Indiranagar,CMH Road,21442,46.0608271,1.320164025,71.16069636,100,1,92.884,38.70627783,92.32851322,88.50797615,91,Clear,No
6/18/2024,Koramangala,Sony World Junction,63860,45.67379842,1.5,100,100,4,177.72,35.98868469,65.89205383,75.28827212,103,Clear,No
6/19/2024,Koramangala,Sarjapur Road,46282,20,1.5,100,100,6,142.564,39.92049687,69.53569769,50.20985804,90,Fog,No
6/20/2024,Jayanagar,South End Circle,16637,38.40940309,1.16367575,65.29239377,78.19353697,0,83.274,23.18750877,88.68477942,67.62423638,99,Clear,No
6/21/2024,Hebbal,Ballari Road,35016,39.9721798,1.5,100,100,0,120.032,46.66989249,80.58008659,73.40510222,107,Fog,No
6/22/2024,Yeshwanthpur,Tumkur Road,18094,41.88630759,1.344820343,62.59350011,89.01724968,0,86.188,47.61171813,96.92903514,79.81899164,132,Clear,No
6/23/2024,Indiranagar,100 Feet Road,13816,58.47678086,1.291483699,51.27756364,71.78772688,1,77.632,38.29650291,91.0451989,97.67134917,175,Clear,No
6/24/2024,Indiranagar,CMH Road,37085,22.77637193,1.5,100,100,2,124.17,77.85800788,92.39526343,87.55768518,108,Fog,No
6/25/2024,Whitefield,ITPL Main Road,12193,50.40424003,1.169694898,40.49178712,64.52853349,0,74.386,35.3721894,69.90944656,70.43379894,201,Clear,No
6/26/2024,Koramangala,Sony World Junction,32569,30.2611713,1.5,100,100,2,115.138,48.29779238,77.87124652,90.48920134,92,Clear,No
6/27/2024,M.G. Road,Trinity Circle,36876,35.76579931,1.5,100,100,0,123.752,21.85793879,91.83330636,50.05729753,93,Clear,No
6/28/2024,M.G. Road,Anil Kumble Circle,38967,52.85586702,1.5,100,100,2,127.934,52.93983831,61.1908763,75.20742449,110,Clear,No
6/29/2024,Jayanagar,Jayanagar 4th Block,23573,48.81637068,1.36205355,72.58954033,100,0,97.146,28.4438364,67.99441189,50.69967051,107,Fog,No
6/30/2024,Jayanagar,South End Circle,32399,29.50649909,1.5,100,100,3,114.798,28.75975142,75.72708126,63.99648108,91,Rain,No
07-01-2024,Hebbal,Hebbal Flyover,42194,29.25597529,1.5,100,100,3,134.388,32.7194999,60.28520081,84.0849235,93,Clear,No
07-02-2024,Yeshwanthpur,Yeshwanthpur Circle,18658,52.13597489,1.200398735,59.19737184,96.00906243,1,87.316,64.55542855,69.4062228,87.68109403,109,Windy,No
07-03-2024,Indiranagar,100 Feet Road,52085,43.22342299,1.5,100,100,3,154.17,17.73040599,78.86348266,62.19119263,95,Clear,Yes
07-04-2024,Whitefield,ITPL Main Road,26034,37.06276406,1.5,80.35385905,100,2,102.068,20.33504448,61.05354807,99.49615712,93,Windy,No
07-05-2024,Koramangala,Sony World Junction,12475,40.04696757,1.242470922,40.36028953,66.71576849,0,74.95,58.5608243,95.85941091,57.34359379,188,Clear,No
07-06-2024,Koramangala,Sarjapur Road,42231,35.93906482,1.5,100,100,2,134.462,37.17130136,65.82964703,61.49948066,103,Clear,No
07-07-2024,Electronic City,Silk Board Junction,29015,29.01936676,1.5,93.22959651,100,1,108.03,11.5295964,74.40083751,94.47449952,106,Clear,No
07-08-2024,M.G. Road,Trinity Circle,25195,42.45186882,1.5,83.06485622,100,3,100.39,74.53219399,62.17547864,63.28868284,100,Rain,No
07-09-2024,Jayanagar,Jayanagar 4th Block,21171,54.5593806,1.202216689,74.45463758,100,1,92.342,38.0568711,63.01030405,77.26055394,107,Overcast,No
07-10-2024,Jayanagar,South End Circle,30459,31.93311784,1.5,95.23351878,100,5,110.918,42.7724434,96.2506317,96.53519966,115,Overcast,No
07-11-2024,Hebbal,Hebbal Flyover,30973,49.59538175,1.5,100,100,4,111.946,38.81555578,64.31294695,69.67067882,92,Clear,No
07-12-2024,Indiranagar,100 Feet Road,12674,60.16347466,1.264590708,50.22288853,66.20960787,3,75.348,17.62171312,78.36519631,89.38005732,154,Clear,No
7/13/2024,Indiranagar,CMH Road,24603,39.87506609,1.128407924,77.3164814,100,2,99.206,28.98550643,91.79321046,61.46594752,88,Fog,No
7/14/2024,Whitefield,Marathahalli Bridge,29229,46.08980239,1.5,100,100,1,108.458,37.41213166,62.99371286,73.75735901,98,Clear,No
7/15/2024,Koramangala,Sony World Junction,41675,20,1.5,100,100,0,133.35,12.30396381,84.31828735,97.45485445,99,Clear,No
7/16/2024,M.G. Road,Trinity Circle,33000,20,1.5,100,100,2,116,46.58504032,73.79848339,55.24019948,83,Clear,No
7/17/2024,M.G. Road,Anil Kumble Circle,28416,37.4478462,1.5,88.57037744,100,0,106.832,74.32543202,63.24299665,95.71156882,100,Windy,No
7/18/2024,Jayanagar,South End Circle,31402,64.62213864,1.5,100,100,2,112.804,49.91676097,82.7344473,84.12252101,83,Clear,No
7/19/2024,Yeshwanthpur,Yeshwanthpur Circle,22355,52.87358047,1.309601325,70.15583321,100,2,94.71,52.04176925,64.99270676,89.82981207,104,Fog,No
7/20/2024,Yeshwanthpur,Tumkur Road,22207,44.2953966,1.29429618,64.33333167,100,0,94.414,19.83666069,89.37969602,93.24842797,101,Clear,No
7/21/2024,Indiranagar,100 Feet Road,25666,37.26592126,1.5,81.6949816,100,3,101.332,20.09759199,81.65717577,80.72168274,99,Clear,No
7/22/2024,Indiranagar,CMH Road,34433,54.192813,1.5,100,100,1,118.866,56.79675969,93.80422564,67.73135472,93,Clear,No
7/23/2024,Whitefield,Marathahalli Bridge,21101,42.86568935,1.132114805,74.83407678,100,0,92.202,21.43256868,85.62933437,90.67077072,95,Clear,No
7/24/2024,Whitefield,ITPL Main Road,27673,31.16521981,1.5,96.41079325,100,1,105.346,78.03339779,88.69311148,91.7021134,107,Clear,No
7/25/2024,Koramangala,Sony World Junction,28792,31.6514927,1.5,98.60407153,100,2,107.584,37.44897029,88.95484153,95.48068984,103,Fog,No
7/26/2024,Electronic City,Hosur Road,11895,50.79972171,1.083319089,43.78993927,57.31920324,0,73.79,71.54743302,66.49916614,53.21964732,190,Clear,No
7/27/2024,M.G. Road,Anil Kumble Circle,54979,23.83019691,1.5,100,100,2,159.958,35.082605,86.13160979,61.69982394,90,Clear,No
7/28/2024,Jayanagar,Jayanagar 4th Block,10402,41.55636669,1.286112853,41.88923113,47.10582688,1,70.804,79.32784573,70.10477842,73.57681938,194,Overcast,No
7/29/2024,Hebbal,Ballari Road,10008,45.78195132,1.280190988,31.49484774,50.51715708,1,70.016,30.4660809,66.08238911,89.61079519,172,Clear,No
7/30/2024,Yeshwanthpur,Tumkur Road,30174,51.01898792,1.5,95.3295339,100,2,110.348,66.52581174,79.25851671,82.74240312,90,Clear,No
7/31/2024,Indiranagar,100 Feet Road,40077,24.80031281,1.5,100,100,1,130.154,17.34330704,94.88441635,75.83302479,97,Clear,No
08-01-2024,Indiranagar,CMH Road,35509,41.70957572,1.5,100,100,1,121.018,11.29888773,84.39246632,96.04032935,85,Clear,No
08-02-2024,Whitefield,Marathahalli Bridge,39760,42.42288508,1.5,100,100,1,129.52,37.68618602,94.14782856,87.74634183,100,Clear,No
08-03-2024,Koramangala,Sony World Junction,41115,49.58885389,1.5,100,100,1,132.23,38.49075546,82.95645624,71.40674224,93,Clear,Yes
08-04-2024,Koramangala,Sarjapur Road,56855,46.35046562,1.5,100,100,2,163.71,40.36656256,74.35881719,76.95445026,109,Clear,No
08-05-2024,Electronic City,Hosur Road,5435,46.8297336,1.293532048,18.89846957,24.16082978,0,60.87,22.80984016,77.5494883,89.97801581,198,Fog,No
08-06-2024,M.G. Road,Trinity Circle,40375,42.7233604,1.5,100,100,1,130.75,48.16774124,89.11302677,81.09280427,108,Rain,No
08-07-2024,M.G. Road,Anil Kumble Circle,44413,32.66120397,1.5,100,100,3,138.826,56.45865972,99.63048622,91.17267822,108,Overcast,No
08-08-2024,Jayanagar,South End Circle,7254,43.17758176,1.286091716,33.32213106,38.17974151,1,64.508,64.0148516,93.72173747,85.54378138,200,Fog,No
08-09-2024,Indiranagar,100 Feet Road,39051,36.25558522,1.5,100,100,3,128.102,12.15270584,97.37498162,57.38641529,110,Fog,No
08-10-2024,Indiranagar,CMH Road,40631,20,1.5,100,100,5,131.262,56.72701728,85.98931395,95.06043679,103,Clear,No
08-11-2024,Whitefield,Marathahalli Bridge,25780,37.61857207,1.5,92.44207165,100,1,101.56,36.06987258,64.44185549,98.55527542,102,Clear,No
08-12-2024,Koramangala,Sony World Junction,60573,27.43219633,1.5,100,100,2,171.146,31.93294825,76.71042686,57.97300489,100,Clear,No
8/13/2024,Koramangala,Sarjapur Road,15809,43.51570599,1.289676979,59.00898497,82.76413989,2,81.618,35.57981162,67.26572946,84.3329937,107,Clear,No
8/14/2024,M.G. Road,Trinity Circle,50843,39.06540294,1.5,100,100,2,151.686,13.70764839,74.94471089,86.07328002,95,Rain,No
8/15/2024,Jayanagar,Jayanagar 4th Block,16632,26.74487891,1.285556588,45.70244251,81.31785383,1,83.264,61.22179815,92.47243078,89.16178594,105,Windy,No
8/16/2024,Jayanagar,South End Circle,18954,47.17513496,1.071488052,54.82692991,98.58531048,1,87.908,36.41000071,86.4075199,66.49650104,113,Clear,No
8/17/2024,Hebbal,Hebbal Flyover,22900,33.77849439,1.090160846,71.1397887,100,4,95.8,72.34482704,84.90313961,99.50992452,110,Clear,No
8/18/2024,Indiranagar,100 Feet Road,24205,38.73499784,1.275439808,77.20632768,100,0,98.41,16.95053424,88.07019089,68.40348526,105,Overcast,No
8/19/2024,Indiranagar,CMH Road,38097,41.7297996,1.5,100,100,3,126.194,60.1722468,71.98791326,58.31813622,88,Clear,No
8/20/2024,Whitefield,Marathahalli Bridge,8970,32.26744548,1.039406029,31.11313707,41.04885871,0,67.94,22.05319693,62.68914542,83.56649087,198,Clear,No
8/21/2024,Whitefield,ITPL Main Road,21647,28.36944485,1.120641427,63.7611525,100,0,93.294,65.14832317,86.33428369,75.71271395,84,Clear,No
8/22/2024,Koramangala,Sony World Junction,48373,47.12983929,1.5,100,100,0,146.746,60.36338252,98.10343925,63.20551951,84,Overcast,No
8/23/2024,Koramangala,Sarjapur Road,59327,36.4999509,1.5,100,100,3,168.654,14.14739167,98.30417484,57.38920667,108,Clear,No
8/24/2024,M.G. Road,Trinity Circle,38516,52.63485607,1.5,100,100,2,127.032,75.42237717,91.86401826,52.7833073,89,Rain,No
8/25/2024,M.G. Road,Anil Kumble Circle,27658,20,1.5,85.6296569,100,3,105.316,40.24298995,75.53631335,97.99924541,108,Clear,No
8/26/2024,Jayanagar,South End Circle,36121,50.80727042,1.5,100,100,3,122.242,72.2266579,90.88905494,96.32727707,80,Clear,No
8/27/2024,Hebbal,Hebbal Flyover,18418,42.17687958,1.129135111,54.77221516,96.50694832,0,86.836,33.37674663,93.59432014,82.38778806,106,Overcast,No
8/28/2024,Indiranagar,100 Feet Road,36123,40.54967165,1.5,100,100,1,122.246,61.53663177,89.2887024,58.25743561,124,Clear,No
8/29/2024,Indiranagar,CMH Road,26105,30.27315612,1.5,77.20790092,100,3,102.21,13.54517285,95.32611945,92.06070728,95,Clear,No
8/30/2024,Electronic City,Hosur Road,20728,46.40508904,1.238959556,72.82495189,100,2,91.456,36.24634021,65.32346557,97.03733615,108,Fog,No
8/31/2024,Electronic City,Silk Board Junction,10047,67.05786353,1.311194447,31.99916665,46.77362969,1,70.094,60.23846174,65.72625247,66.45063069,198,Clear,No
09-01-2024,M.G. Road,Trinity Circle,37328,28.61276679,1.5,100,100,1,124.656,66.40150753,84.68216984,56.76910217,96,Clear,No
09-02-2024,M.G. Road,Anil Kumble Circle,28444,35.6217923,1.5,93.53867603,100,3,106.888,52.54059235,83.0364187,69.84257352,108,Clear,No
09-03-2024,Jayanagar,Jayanagar 4th Block,30044,33.77220473,1.5,93.10488939,100,4,110.088,19.09684329,65.21296454,84.0588548,96,Clear,No
09-04-2024,Yeshwanthpur,Yeshwanthpur Circle,15407,67.44682255,1.3603128,59.48727931,80.25417381,0,80.814,60.21094062,75.81153844,61.62967995,95,Clear,No
09-05-2024,Indiranagar,100 Feet Road,45339,29.16439452,1.5,100,100,0,140.678,25.47461055,78.22734666,66.5502168,106,Clear,No
09-06-2024,Indiranagar,CMH Road,43255,34.68839635,1.5,100,100,3,136.51,71.73736995,94.08279351,75.31831268,100,Windy,No
09-07-2024,Electronic City,Silk Board Junction,13655,53.02332778,1.260902607,45.65753741,64.77471059,0,77.31,19.58410547,88.99652571,58.0114388,209,Clear,No
09-08-2024,M.G. Road,Trinity Circle,24676,48.43297691,1.331627458,87.47347914,100,3,99.352,21.03132255,69.45935944,68.29358516,109,Overcast,Yes
09-09-2024,M.G. Road,Anil Kumble Circle,36221,22.68141289,1.5,100,100,2,122.442,68.38048392,66.84445333,96.54365465,101,Clear,No
09-10-2024,Jayanagar,Jayanagar 4th Block,26613,59.87200767,1.5,96.96970813,100,1,103.226,53.6819906,77.56378486,74.33050218,86,Windy,No
09-11-2024,Hebbal,Hebbal Flyover,26997,45.43070492,1.5,91.00632651,100,5,103.994,36.70068087,93.25505135,74.51007293,92,Clear,No
09-12-2024,Hebbal,Ballari Road,21085,57.5876124,1.335669124,75.46658296,100,3,92.17,46.98792884,64.90957278,77.00537195,99,Clear,No
9/13/2024,Indiranagar,100 Feet Road,37670,26.86977148,1.5,100,100,0,125.34,17.59105324,88.97427739,57.08576041,99,Clear,No
9/14/2024,Indiranagar,CMH Road,28992,26.84688885,1.5,100,100,2,107.984,69.28990198,73.11554875,85.09724123,76,Clear,No
9/15/2024,Whitefield,ITPL Main Road,33202,53.06357159,1.5,100,100,5,116.404,30.14840382,61.22496729,54.70539844,91,Overcast,No
9/16/2024,Koramangala,Sony World Junction,64007,35.00160507,1.5,100,100,3,178.014,56.39863202,99.801249,51.27567744,115,Clear,No
9/17/2024,Electronic City,Hosur Road,15811,40.9158015,1.308727285,47.05167002,76.29175212,0,81.622,51.07367347,86.38663727,50.88012619,92,Clear,No
9/18/2024,M.G. Road,Trinity Circle,27650,39.81901632,1.5,94.06327421,100,2,105.3,62.20475106,68.27185465,88.97441732,110,Clear,No
9/19/2024,M.G. Road,Anil Kumble Circle,39944,43.05897777,1.5,100,100,6,129.888,50.65074063,87.67725679,94.50492121,100,Clear,No
9/20/2024,Jayanagar,Jayanagar 4th Block,37747,36.14232645,1.5,100,100,1,125.494,28.32530008,65.03911443,61.20660898,93,Overcast,No
9/21/2024,Indiranagar,100 Feet Road,37842,31.40159539,1.5,100,100,0,125.684,37.82610261,97.91220073,62.48250464,114,Rain,No
9/22/2024,Indiranagar,CMH Road,35550,23.84579996,1.5,100,100,2,121.1,40.02465954,70.9898013,78.96818087,79,Fog,No
9/23/2024,Whitefield,Marathahalli Bridge,23597,36.27405474,1.009225355,75.59281465,100,0,97.194,72.18342387,96.37996172,55.24951876,83,Clear,No
9/24/2024,Whitefield,ITPL Main Road,28356,48.16879838,1.5,99.20619333,100,0,106.712,31.42727721,78.53303756,74.89950639,101,Rain,No
9/25/2024,Koramangala,Sony World Junction,25613,31.48610532,1.5,85.19743606,100,1,101.226,40.71857167,92.8259272,89.00304616,100,Clear,No
9/26/2024,M.G. Road,Trinity Circle,25955,48.68650787,1.5,96.41046927,100,0,101.91,57.7804696,61.86565804,62.52507984,96,Clear,Yes
9/27/2024,M.G. Road,Anil Kumble Circle,38997,43.24607292,1.5,100,100,3,127.994,41.32504883,87.16621611,54.758195,97,Clear,No
9/28/2024,Jayanagar,Jayanagar 4th Block,27053,61.98040457,1.5,99.5936147,100,4,104.106,66.99591297,75.55346068,92.54654137,104,Rain,No
9/29/2024,Jayanagar,South End Circle,15136,73.24167009,1.200598838,45.4070709,77.53161201,1,80.272,71.68190619,85.76092867,85.65196376,93,Overcast,No
9/30/2024,Hebbal,Hebbal Flyover,22474,58.12207994,1.344140134,67.71869657,100,0,94.948,37.27166739,60.60429782,94.91365326,101,Clear,No
10-01-2024,Hebbal,Ballari Road,19073,57.36235124,1.081861412,54.87647187,91.15991748,1,88.146,60.83267854,87.29148487,56.76812309,88,Fog,No
10-02-2024,Yeshwanthpur,Yeshwanthpur Circle,6567,30.48126383,1.048566306,13.97555516,36.79937436,0,63.134,75.41189807,73.83304655,83.85724687,187,Clear,Yes
10-03-2024,Indiranagar,100 Feet Road,43058,23.07921735,1.5,100,100,2,136.116,59.57371566,73.21310757,59.01168259,100,Clear,No
10-04-2024,Indiranagar,CMH Road,33428,30.54996517,1.5,100,100,4,116.856,18.24027394,96.64443375,81.50261011,98,Clear,Yes
10-05-2024,Whitefield,Marathahalli Bridge,18077,38.30857249,1.18706325,58.84010722,91.82978026,1,86.154,16.94821045,94.11224444,75.31983523,108,Overcast,No
10-06-2024,Koramangala,Sony World Junction,62658,42.7477339,1.5,100,100,1,175.316,50.39943844,70.59923092,83.06741032,103,Rain,No
10-07-2024,Koramangala,Sarjapur Road,43428,20,1.5,100,100,0,136.856,78.70862165,84.99199688,75.03527952,97,Clear,No
10-08-2024,Electronic City,Silk Board Junction,14381,46.96637742,1.061131271,38.59135348,69.37311745,2,78.762,75.04742407,77.81116467,99.16403013,191,Rain,No
10-09-2024,M.G. Road,Trinity Circle,23081,52.67439127,1.020388828,85.17938471,100,4,96.162,23.24647177,71.57878755,94.50781813,101,Clear,No
10-10-2024,Jayanagar,Jayanagar 4th Block,17351,42.35526216,1.093303057,60.68320451,86.30867734,0,84.702,18.56553801,92.08465789,89.20473503,81,Fog,No
10-11-2024,Jayanagar,South End Circle,25596,23.53449836,1.5,85.76486503,100,3,101.192,73.23247737,99.94777012,95.96492192,109,Clear,No
10-12-2024,Indiranagar,100 Feet Road,37423,20,1.5,100,100,2,124.846,40.02503413,90.48803092,97.65912985,122,Fog,No
10/13/2024,Indiranagar,CMH Road,39916,20.28020723,1.5,100,100,4,129.832,45.21479244,79.78673129,58.74732569,107,Clear,No
10/14/2024,Koramangala,Sony World Junction,45623,39.8561258,1.5,100,100,4,141.246,76.72934735,84.50644989,90.04433852,97,Clear,No
10/15/2024,Koramangala,Sarjapur Road,58987,25.2097787,1.5,100,100,1,167.974,71.74353619,61.2896148,87.58529801,105,Clear,No
10/16/2024,Electronic City,Hosur Road,9882,23.18824762,1.368546961,34.14008728,44.86110996,0,69.764,39.15432887,98.61963754,79.95985455,206,Fog,No
10/17/2024,Electronic City,Silk Board Junction,27649,43.75604931,1.5,100,100,2,105.298,44.84091635,83.22268094,66.46378646,111,Fog,No
10/18/2024,M.G. Road,Trinity Circle,33369,40.15855328,1.5,100,100,3,116.738,33.62841692,75.2615537,98.64674063,99,Clear,Yes
10/19/2024,M.G. Road,Anil Kumble Circle,52115,31.950187,1.5,100,100,0,154.23,70.16700348,83.64282839,95.10532329,100,Clear,No
10/20/2024,Yeshwanthpur,Yeshwanthpur Circle,22102,31.75138696,1.270973874,83.61803477,100,0,94.204,15.39186875,75.93445145,91.07941807,112,Overcast,No
10/21/2024,Yeshwanthpur,Tumkur Road,7454,51.94816143,1.279446122,21.64019344,36.06905189,1,64.908,64.16122159,72.38533295,51.95273092,210,Fog,No
